dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9782608695652174,0.9654654654654655
HAR,0.9324737020699015,0.9326944059110053
PAMAP2,0.7522001725625539,0.8011967471033385
Skoda,0.9975203684024088,0.9947363923780227
Sleep,0.8398428731762065,0.7103289117306267
mean,0.90006,0.880884
