dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9760869565217392,0.9619800318526184
HAR,0.9467254835425857,0.9472591589224738
PAMAP2,0.7363244176013805,0.8079371636965693
Skoda,0.9971661353170386,0.9939811569173949
Sleep,0.8393939393939394,0.7099151452486355
mean,0.899139,0.884215
