dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.44608695652173913,0.3256491737119627
HAR,0.6325076348829318,0.6073266112046102
PAMAP2,0.1272648835202761,0.12300577756132072
Skoda,0.9103790294013461,0.8684064632838999
Sleep,0.35297418630751964,0.392356391798746
mean,0.493843,0.463349
