dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9634782608695652,0.9448803801541981
HAR,0.9399389209365456,0.9406315352710225
PAMAP2,0.7433132010353753,0.8010848736893857
Skoda,0.9962805526036131,0.9921071176885131
Sleep,0.777665544332211,0.7254245075114214
mean,0.884135,0.880826
