dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.961304347826087,0.9411035418149029
HAR,0.9053274516457415,0.90418381297515
PAMAP2,0.7056945642795514,0.7138515208058688
Skoda,0.9950407368048175,0.9894815927873779
Sleep,0.7170594837261504,0.6837639614477794
mean,0.856885,0.846477
