dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.8982608695652174,0.8608991774907886
HAR,0.6179165252799457,0.6077220228199814
PAMAP2,0.24253666954270922,0.14941202519013855
Skoda,0.9369465108041091,0.9004954564814674
Sleep,0.27474747474747474,0.31960552168314277
mean,0.594082,0.567627
