dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9534782608695652,0.9215720267400828
HAR,0.8781812012215813,0.8755383111410793
PAMAP2,0.5206212251941329,0.4835506816807495
Skoda,0.9709528869996458,0.9388066667731233
Sleep,0.565993265993266,0.5660853354679334
mean,0.777845,0.757111
