dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9556521739130435,0.931154214559387
HAR,0.8072616219884629,0.8023680521813018
PAMAP2,0.38809318377911994,0.34896585098582045
Skoda,0.9721927027984414,0.9407306238574279
Sleep,0.5875420875420876,0.5642138230667725
mean,0.742148,0.717487
