dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9665217391304348,0.9495121551410795
HAR,0.9270444519850696,0.9276962401390847
PAMAP2,0.7081104400345125,0.7564856933973264
Skoda,0.9948636202621325,0.9891992746246125
Sleep,0.7534231200897867,0.7042371506082066
mean,0.869993,0.865426
