dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.95,0.9254979735167126
HAR,0.8014930437733289,0.7951607854465248
PAMAP2,0.47040552200172564,0.491634050526775
Skoda,0.9759121501948282,0.9479930145720946
Sleep,0.6379349046015713,0.5747517261779527
mean,0.767149,0.747008
