dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.971304347826087,0.956357790220695
HAR,0.9375636240244316,0.9382771020249417
PAMAP2,0.7391716997411562,0.802707504417686
Skoda,0.9962805526036131,0.9921084658908935
Sleep,0.7738496071829405,0.7196992664459527
mean,0.883634,0.88183
