dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9621739130434782,0.9416997282525564
HAR,0.9175432643366135,0.9177771447557855
PAMAP2,0.7038826574633305,0.7485216229716465
Skoda,0.9946865037194474,0.9887285458116302
Sleep,0.7386083052749719,0.6941398294641816
mean,0.863379,0.858173
