dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9635652173913043,0.9429880884639659
HAR,0.9203936206311504,0.9204802245323812
PAMAP2,0.6652459016393443,0.7115279898348043
Skoda,0.9911795961742825,0.9815097729517183
Sleep,0.7167676767676767,0.6682801329490821
mean,0.8514303999999999,0.8449574
