dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9691304347826087,0.9533038859002041
HAR,0.9311163895486936,0.9313949792773127
PAMAP2,0.7283002588438309,0.7798325092765501
Skoda,0.995926319518243,0.9913554146112286
Sleep,0.7693602693602694,0.7162019363089306
mean,0.878767,0.874418
