dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9669565217391304,0.9503564227088126
HAR,0.9365456396335257,0.9368726504663282
PAMAP2,0.7336496980155306,0.7956649113569909
Skoda,0.9962805526036131,0.9921084658908935
Sleep,0.7676767676767676,0.7176879754340791
mean,0.880222,0.878538
