dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.8604347826086957,0.699574081255384
HAR,0.6131659314557176,0.5735631584753209
PAMAP2,0.24219154443485763,0.1461240607735246
Skoda,0.9440311725115126,0.8895695335962174
Sleep,0.4122334455667789,0.39467551451047717
mean,0.614411,0.540701
