dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9595652173913043,0.9365616033098294
HAR,0.9165252799457075,0.9161433967816396
PAMAP2,0.6685073339085419,0.7339307626062728
Skoda,0.9911441728657456,0.9813903365346186
Sleep,0.7132435465768799,0.6687565229741448
mean,0.849797,0.847357
