dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9677391304347825,0.9511932608765742
HAR,0.9362063115032235,0.9367159161489012
PAMAP2,0.738067299396031,0.7981727359329153
Skoda,0.9962805526036131,0.9921404311987476
Sleep,0.7713804713804715,0.7198670995412554
mean,0.8819348,0.879618
