dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9695652173913043,0.9521325684058302
HAR,0.9199185612487275,0.9201736588423842
PAMAP2,0.623899913718723,0.6675701265204879
Skoda,0.9904357066950054,0.9799080756562675
Sleep,0.7457912457912458,0.6790488341485831
mean,0.849922,0.839767
