dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.8921739130434783,0.8516590571715981
HAR,0.5612487275195114,0.5490814196737972
PAMAP2,0.2723899913718723,0.2666111358662904
Skoda,0.9176408076514346,0.8867431011729021
Sleep,0.39674523007856344,0.37333919186606945
mean,0.60804,0.585487
