dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9595652173913043,0.9372793304165339
HAR,0.9256871394638616,0.9257488205619628
PAMAP2,0.6704918032786885,0.7081825374537307
Skoda,0.9900814736096352,0.9789401709401709
Sleep,0.6961840628507295,0.6565149120952338
mean,0.848402,0.841333
