dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9621739130434782,0.941513647838504
HAR,0.9161859518154055,0.9179956045124635
PAMAP2,0.7082830025884383,0.7485588603445072
Skoda,0.9929153382925965,0.9851713821913225
Sleep,0.7375982042648709,0.6855041465806642
mean,0.863431,0.855749
