dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9678260869565217,0.9510678253989611
HAR,0.9358669833729216,0.9364033137049009
PAMAP2,0.7459016393442623,0.8115738809239638
Skoda,0.9966347856889833,0.9930226919122093
Sleep,0.7683501683501683,0.720321812005893
mean,0.882916,0.882478
