dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9656521739130435,0.9456634693740235
HAR,0.9063454360366474,0.9067064380774624
PAMAP2,0.6823986194995686,0.7062039433943487
Skoda,0.9925611052072264,0.9849668578056711
Sleep,0.7280583613916948,0.6828099576443092
mean,0.855003,0.84527
