dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9526086956521739,0.9226768908769527
HAR,0.9093993892093655,0.9081452432279408
PAMAP2,0.6050043140638481,0.5389350730521695
Skoda,0.9782146652497343,0.9534592759855548
Sleep,0.5560044893378226,0.5506461911737087
mean,0.800246,0.774773
