dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9595652173913043,0.9337929753696869
HAR,0.8700373260943333,0.8716301773351849
PAMAP2,0.4157031924072476,0.3462970239726933
Skoda,0.9858306765851931,0.9705360671796076
Sleep,0.6505050505050505,0.6022184725273811
mean,0.776328,0.744895
