dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.861304347826087,0.7394226811300042
HAR,0.5999321343739396,0.567165941659341
PAMAP2,0.25030198446937013,0.1272642427953514
Skoda,0.9512929507616011,0.9021161989736836
Sleep,0.4132435465768799,0.3995043688204543
mean,0.615215,0.547095
