dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.9595652173913043,0.9369746227832466
HAR,0.8870037326094333,0.8854125062473228
PAMAP2,0.5030198446937014,0.4617162782371609
Skoda,0.9829968119022316,0.9645091507473027
Sleep,0.5709315375982043,0.5563196331320486
mean,0.780703,0.760986
