dataset,linear_accuracy,linear_f1_macro
Epilepsy,0.957391304347826,0.9357915978719501
HAR,0.9311163895486936,0.9321349356010997
PAMAP2,0.6911130284728214,0.7415959341026217
Skoda,0.9927382217499114,0.9845979808328532
Sleep,0.7367003367003367,0.6851796982149423
mean,0.861812,0.85586
